"","Job.Family","Department.Code","Salaries","Year","Overtime","Union","Total.Benefits","Retirement","Total.Compensation"
"1665","Street Transit","MTA",149101.97,2018,0,"Municipal Exec Assoc, Misc",57210.05,27953.76,206312.02
"1666","Journeyman Trade","MTA",93160.02,2018,534.6,"Electrical Workers, Local 6",42339.4,17898.01,136034.02
"1667","Professional Engineering","MTA",104896,2018,0,"Prof & Tech Eng, Local 21",41952.96,20152.55,146848.96
"1668","Street Transit","MTA",49009.39,2018,8882.37,"TWU, Local 250-A, TransitOpr",24621.6,10068.04,86405.53
"1669","Street Transit","MTA",47551.35,2018,6357.72,"TWU, Local 250-A, TransitOpr",33620.11,9402.93,89281.99
"1670","Professional Engineering","MTA",115648.04,2018,0,"Prof & Tech Eng, Local 21",45121.24,22218.08,160769.28
"1671","Professional Engineering","MTA",149125.13,2018,0,"Prof & Tech Eng, Local 21",52874.57,27937.18,201999.7
"1672","Journeyman Trade","MTA",90927,2018,25695.28,"Auto Machinist, Local 1414",45775.72,19845.41,174735.72
"1673","Street Transit","MTA",50521.46,2018,8619.09,"TWU, Local 250-A, TransitOpr",29798.01,10087.7,91253.83
"1674","Street Transit","MTA",78425.04,2018,22129.69,"TWU, Local 250-A, TransitOpr",38485.96,15324.67,140923.94
"1675","Street Transit","MTA",71858.4,2018,36065.36,"SEIU, Local 1021, Misc",39895.06,15756.68,157976.31
"1676","Street Transit","MTA",34295.77,2018,7479.79,"TWU, Local 250-A, TransitOpr",32479.42,7191.13,74852.56
"1677","Budget, Admn & Stats Analysis","MTA",126071.2,2018,0,"Prof & Tech Eng, Local 21",47374.61,23638.86,173445.81
"1678","Street Transit","MTA",76919.7,2018,29336.3,"TWU, Local 250-A, TransitOpr",39651.23,15796.63,151763.88
"1679","Street Transit","MTA",3199,2018,0,"TWU, Local 250-A, TransitOpr",4786.24,615.82,8235.24
"1680","Street Transit","MTA",215221,2018,0,"Municipal Exec Assoc, Misc",62329.04,40316.34,277550.04
"1681","Street Transit","MTA",65249.53,2018,7673.39,"TWU, Local 250-A, TransitOpr",31871.78,13021.49,107891.02
"1682","Budget, Admn & Stats Analysis","MTA",100169,2018,0,"SEIU, Local 1021, Misc",42139.88,19244.28,142308.88
"1683","Protection & Apprehension","MTA",9782.38,2018,0,"SEIU, Local 1021, Misc",770.88,0,10553.26
"1684","Street Transit","MTA",74019.56,2018,9500.01,"TWU, Local 250-A, TransitOpr",35543.53,14321.96,120138.37
"1685","Semi-Skilled & General Labor","MTA",42854.25,2018,9918,"Laborers, Local 261",26753.3,9814.7,80115.67
"1686","Protection & Apprehension","MTA",62273.28,2018,3072.58,"SEIU, Local 1021, Misc",35717.04,12276.16,102981.11
"1687","Semi-Skilled & General Labor","MTA",70969.85,2018,36696.3,"Laborers, Local 261",37312.63,14056.67,147174.31
"1688","Street Transit","MTA",79601.12,2018,22885.84,"TWU, Local 250-A, TransitOpr",40596.22,16469.21,149764.02
"1689","Protection & Apprehension","MTA",10997.63,2018,0,"SEIU, Local 1021, Misc",866.66,0,11864.29
"1690","Street Transit","MTA",71680.52,2018,6631.74,"TWU, Local 250-A, TransitOpr",34244.8,13918.56,113866.77
"1691","Public Safety Inspection","MTA",122816.02,2018,60259.47,"Sheet Metal Workers, Local 104",51046.37,23229.39,235313.56
"1692","MTA Operations","MTA",5528.63,2018,26.65,"SEIU, Local 1021, Misc",5059.35,1035.7,10614.63
"1693","Purchasing & Storekeeping","MTA",54968.16,2018,0,"Prof & Tech Eng, Local 21",26906.77,10567.34,81874.93
"1694","Street Transit","MTA",76240.04,2018,10220.34,"TWU, Local 250-A, TransitOpr",36610.34,14899.8,124923.79
"1695","Street Transit","MTA",58636.68,2018,2751.73,"TWU, Local 250-A, TransitOpr",27905.68,11569.81,91420.45
"1696","Street Transit","MTA",91830.91,2018,8002.61,"TWU, Local 200",43400.96,18906.59,149837.7
"1697","Protection & Apprehension","MTA",68589.02,2018,24043.51,"SEIU, Local 1021, Misc",35500.19,13256.86,128846.67
"1698","Protection & Apprehension","MTA",68589.01,2018,1255.12,"SEIU, Local 1021, Misc",33678.12,13238.12,104143.47
"1699","Personnel","MTA",60130.28,2018,0,"SEIU, Local 1021, Misc",30512.85,11567.29,90643.13
"1700","Street Transit","MTA",7408.8,2018,0,"TWU, Local 250-A, TransitOpr",4583.56,1680.6,12010
"1701","Street Transit","MTA",5562.99,2018,1146.11,"TWU, Local 250-A, TransitOpr",15334.2,1282.24,22181.02
"1702","Journeyman Trade","MTA",93160.01,2018,24359.94,"Electrical Workers, Local 6",43911,17976.77,161840.95
"1703","Street Transit","MTA",69437.13,2018,15836.76,"TWU, Local 250-A, TransitOpr",35006.62,14267.25,125623.85
"1704","Journeyman Trade","MTA",92416.1,2018,13299.25,"Auto Machinist, Local 1414",45536.54,20390.62,164971.08
"1705","Protection & Apprehension","MTA",8717.94,2018,0,"SEIU, Local 1021, Misc",687.02,0,9404.96
"1706","Clerical, Secretarial & Steno","MTA",59802.87,2018,0,"SEIU, Local 1021, Misc",37175.76,11488.72,96978.63
"1707","Street Transit","MTA",53016.48,2018,6945.19,"TWU, Local 250-A, TransitOpr",17610.46,12675.07,81364.65
"1708","Payroll, Billing & Accounting","MTA",10294.07,2018,0,"Prof & Tech Eng, Local 21",798.99,0,11093.06
"1709","Professional Engineering","MTA",110854,2018,0,"Prof & Tech Eng, Local 21",43806.19,21299.59,154660.19
"1710","Protection & Apprehension","MTA",7816.31,2018,0,"SEIU, Local 1021, Misc",4665.02,1488.78,12630.06
"1711","Street Transit","MTA",78896.47,2018,13998.96,"TWU, Local 250-A, TransitOpr",39300.45,16085.6,137638.18
"1712","Street Transit","MTA",52020.73,2018,11753.69,"TWU, Local 250-A, TransitOpr",27644.67,10407.05,94083.41
"1713","Personnel","MTA",76771.03,2018,0,"SEIU, Local 1021, Misc",35783.32,14749.56,112554.35
"1714","Street Transit","MTA",60204.5,2018,27.57,"TWU, Local 250-A, TranFare",27354.08,11664.93,88636.13
"1715","Street Transit","MTA",50690.91,2018,5811.4,"TWU, Local 250-A, TransitOpr",15959.95,11516.99,73369.53
"1716","Street Transit","MTA",77095.09,2018,7708.41,"TWU, Local 250-A, TransitOpr",37706.23,15522.92,126817.19
"1717","Journeyman Trade","MTA",93160,2018,12290.56,"Electrical Workers, Local 6",44748.18,19011.56,156004
"1718","Skilled Labor","MTA",65319.73,2018,1736.25,"Prof & Tech Eng, Local 21",31493.23,12549.76,98549.21
"1719","Journeyman Trade","MTA",93160,2018,66745.88,"Electrical Workers, Local 6",46142.13,17975.02,206448.01
"1720","Journeyman Trade","MTA",93054,2018,12487.7,"Electrical Workers, Local 6",43105.21,17877.47,148646.91
"1721","Payroll, Billing & Accounting","MTA",82743.02,2018,6227.64,"SEIU, Local 1021, Misc",37794.91,15896.6,126765.57
"1722","Street Transit","MTA",76380,2018,7780.27,"TWU, Local 250-A, TranFare",36939.66,16043.9,128774.54
"1723","Street Transit","MTA",152281,2018,0,"Municipal Exec Assoc, Misc",56499.49,28526.23,208780.49
"1724","Street Transit","MTA",57893.65,2018,0,"TWU, Local 250-A, TransitOpr",37407.93,13012.33,95370.82
"1725","Professional Engineering","MTA",103069.24,2018,0,"Prof & Tech Eng, Local 21",41658.3,19802.92,144727.54
"1726","Professional Engineering","MTA",134063.61,2018,0,"Prof & Tech Eng, Local 21",48165.94,25114.05,182229.55
"1727","Protection & Apprehension","MTA",68473.46,2018,8652.76,"SEIU, Local 1021, Misc",34383.57,13497.21,113591.18
"1728","Protection & Apprehension","MTA",67349.4,2018,6033.4,"SEIU, Local 1021, Misc",33420.03,12966.52,107248.07
"1729","Street Transit","MTA",132968.35,2018,6047.33,"TWU, Local 200",51032.32,25838.5,195155.54
"1730","Purchasing & Storekeeping","MTA",63364.02,2018,0,"Prof & Tech Eng, Local 21",34050.5,12169.01,97414.52
"1731","Journeyman Trade","MTA",105209,2018,44069.11,"Auto Machinist, Local 1414",51458.88,23370.25,217148.34
"1732","Street Transit","MTA",80259.48,2018,49251.94,"TWU, Local 250-A, TransitOpr",42732.93,16393.88,177857.58
"1733","Budget, Admn & Stats Analysis","MTA",77315.01,2018,403.16,"SEIU, Local 1021, Misc",35877.31,14863.87,113651.84
"1734","Professional Engineering","MTA",110834.05,2018,0,"Prof & Tech Eng, Local 21",42376.7,20756.11,153210.75
"1735","Untitled","MTA",2392,2018,0,"Member, Board Or Commission",185.66,0,2577.66
"1736","Supervisory-Labor & Trade","MTA",93054.04,2018,0,"SEIU, Local 1021, Misc",40141.23,17877.47,133195.27
"1737","Skilled Labor","MTA",76500.13,2018,0,"Teamsters, Local 856, Multi",34874.39,14889.78,112384.52
"1738","Street Transit","MTA",76326.7,2018,4315.03,"TWU, Local 250-A, TransitOpr",36524.3,14717.23,118004.34
"1739","Street Transit","MTA",76886.14,2018,2113.73,"TWU, Local 250-A, TransitOpr",36067.65,14869.9,116125.55
"1740","Professional Engineering","MTA",120969.34,2018,0,"Prof & Tech Eng, Local 21",46491.29,23244.84,167460.63
"1741","Street Transit","MTA",69195.99,2018,11776.98,"TWU, Local 250-A, TransitOpr",35421.16,13484.35,117612.86
"1742","Street Transit","MTA",67713.76,2018,32328.05,"TWU, Local 250-A, TransitOpr",36919.51,13225.63,138325.31
"1743","Street Transit","MTA",29186.84,2018,1182.57,"TWU, Local 250-A, TransitOpr",15072.27,5921.77,47500.95
"1744","Professional Engineering","MTA",116536.01,2018,0,"Prof & Tech Eng, Local 21",45612.4,22573.4,163106.09
"1745","Journeyman Trade","MTA",110428.01,2018,49718.23,"Sheet Metal Workers, Local 104",47444.3,21612.9,209660.54
"1746","Street Transit","MTA",30879.15,2018,1769.02,"TWU, Local 250-A, TransitOpr",15774.28,5958.24,48906.68
"1747","Housekeeping & Laundry","MTA",56407.4,2018,6154.65,"SEIU, Local 1021, Misc",32428.91,12723.48,94990.96
"1748","Journeyman Trade","MTA",73507,2018,25692.3,"Electrical Workers, Local 6",39688.94,14885.9,142951.89
"1749","Street Transit","MTA",116609.06,2018,0,"Electrical Workers, Local 6",48576.92,22402.9,165185.98
"1750","Street Transit","MTA",75534.78,2018,9718.98,"TWU, Local 250-A, TransitOpr",36051.61,14535.45,121976.87
"1751","Journeyman Trade","MTA",92286.84,2018,18434.71,"Electrical Workers, Local 6",49464.38,17967.66,161425.93
"1752","Skilled Labor","MTA",83250.23,2018,16180.71,"Electrical Workers, Local 6",40305.31,15995.7,139746.25
"1753","Skilled Labor","MTA",66830,2018,18070.69,"TWU, Local 250-A, AutoServ",37483.85,14742.82,132537.13
"1754","Street Transit","MTA",45841.12,2018,35,"TWU, Local 250-A, TransitOpr",21581.49,9068.89,69185.56
"1755","Street Transit","MTA",75935.19,2018,9745.64,"TWU, Local 250-A, TransitOpr",36369.95,14626.25,122783.05
"1756","Street Transit","MTA",64437.81,2018,11706.18,"TWU, Local 250-A, TransitOpr",33270.52,12529.27,110451.7
"1757","Street Transit","MTA",63501.24,2018,4763.38,"TWU, Local 250-A, TransitOpr",31936.77,12269.1,100853.9
"1758","Street Transit","MTA",62596.91,2018,4496.56,"TWU, Local 250-A, TransitOpr",32879.41,12403.63,102188.1
"1759","Protection & Apprehension","MTA",52520.42,2018,16088.71,"SEIU, Local 1021, Misc",32726.27,12650.06,105202.02
"1760","Street Transit","MTA",160837.61,2018,0,"Municipal Exec Assoc, Misc",64571.37,30130.68,225408.98
"1761","Street Transit","MTA",76911.72,2018,13708.34,"TWU, Local 250-A, TransitOpr",37539.63,15317.61,131509.36
"1762","Street Transit","MTA",75812.77,2018,4108.63,"TWU, Local 250-A, TransitOpr",36376.88,14638.39,117254.36
"1763","Street Transit","MTA",66836.63,2018,19096.74,"TWU, Local 250-A, TransitOpr",34731.1,12927.7,121360.49
"1764","Journeyman Trade","MTA",93160.03,2018,6022.26,"Electrical Workers, Local 6",42735.96,18034.71,142628.25
"1765","Personnel","MTA",66017.03,2018,1050.23,"SEIU, Local 1021, Misc",32841.32,12683.47,99908.58
"1766","Street Transit","MTA",79793.65,2018,49655.43,"TWU, Local 250-A, TransitOpr",41741.46,15699.28,173659.36
"1767","Street Transit","MTA",76606.65,2018,20021.12,"TWU, Local 250-A, TransitOpr",37626.83,14862.99,135566.71
"1768","Street Transit","MTA",52730.28,2018,3684.42,"TWU, Local 250-A, TransitOpr",27033.34,10255.7,84349.53
"1769","Street Transit","MTA",73534.82,2018,29046.32,"TWU, Local 250-A, TransitOpr",37545.64,15071.07,145798.43
"1770","Journeyman Trade","MTA",93160,2018,28751.7,"Electrical Workers, Local 6",46396.47,19491.87,176605.77
"1771","Purchasing & Storekeeping","MTA",69389.5,2018,26492.07,"SEIU, Local 1021, Misc",37267.56,14422.4,138828.63
"1772","Street Transit","MTA",65507.36,2018,7050.69,"TWU, Local 250-A, TransitOpr",34058.2,13215.69,110169.45
"1773","Journeyman Trade","MTA",106048.02,2018,1237.8,"Electrical Workers, Local 6",29067.54,20379.49,136355.55
"1774","Journeyman Trade","MTA",93160.01,2018,45613.63,"Electrical Workers, Local 6",46004.5,18236.84,186538.14
"1775","Protection & Apprehension","MTA",8867.21,2018,0,"SEIU, Local 1021, Misc",688.23,0,9555.44
"1776","Street Transit","MTA",77774.11,2018,33550.52,"TWU, Local 250-A, TransitOpr",38818.6,14965.51,150812.48
"1777","Supervisory-Labor & Trade","MTA",130247,2018,87823.73,"Auto Machinist, Local 1414",52219.61,24397.96,270290.34
"1778","Journeyman Trade","MTA",85582.89,2018,12220.01,"Auto Machinist, Local 1414",40577.43,17336.65,143045.48
"1779","Street Transit","MTA",0,2018,0,"TWU, Local 250-A, TransitOpr",18.74,0,268.74
"1780","Street Transit","MTA",40586.11,2018,3981.86,"TWU, Local 250-A, TransitOpr",20994.86,8036.14,66997.4
"1781","Street Transit","MTA",38968.36,2018,9703.02,"TWU, Local 200",12488.1,7774.54,62956.86
"1782","Street Transit","MTA",79603.58,2018,11972.6,"TWU, Local 250-A, TransitOpr",39871.33,16652.38,139189.95
"1783","Professional Engineering","MTA",75950.16,2018,0,"Prof & Tech Eng, Local 21",34285.07,14592.6,110235.23
"1784","Journeyman Trade","MTA",102368.14,2018,59645.58,"Electrical Workers, Local 6",48299.94,21408.38,219398.38
"1785","Street Transit","MTA",3752.74,2018,443.98,"TWU, Local 250-A, TransitOpr",2881.55,859.07,8196.27
"1786","Journeyman Trade","MTA",93160,2018,16934.32,"Electrical Workers, Local 6",43511.11,17905.72,153645.43
"1787","Street Transit","MTA",58909.41,2018,9327.67,"TWU, Local 250-A, TransitOpr",30991.29,11512.84,100567.3
"1788","Street Transit","MTA",69155.1,2018,5941.2,"TWU, Local 250-A, TransitOpr",33240.83,13323.61,108934.1
"1789","Journeyman Trade","MTA",89057,2018,12354.64,"Auto Machinist, Local 1414",44528.94,19701.26,159422.22
"1790","Street Transit","MTA",63191.82,2018,6475.46,"TWU, Local 250-A, TransitOpr",35734.98,14792.7,108356.03
"1791","Journeyman Trade","MTA",93160.01,2018,40342.26,"Electrical Workers, Local 6",45550.41,18032.79,179752.68
"1792","Street Transit","MTA",69274.83,2018,3363.89,"TWU, Local 250-A, TransitOpr",34312.1,13412.96,107727.13
"1793","Street Transit","MTA",78906.25,2018,38960.96,"TWU, Local 250-A, TransitOpr",24820.27,15502.87,145032.21
"1794","Payroll, Billing & Accounting","MTA",73444.02,2018,0,"Prof & Tech Eng, Local 21",33169.48,14110.17,106613.5
"1795","Sub-Professional Engineering","MTA",1520.02,2018,0,"Prof & Tech Eng, Local 21",1039.02,313.73,3675.28
"1796","Professional Engineering","MTA",103686.13,2018,0,"Prof & Tech Eng, Local 21",41848.04,19921.56,145534.17
"1797","Protection & Apprehension","MTA",4222.78,2018,0,"SEIU, Local 1021, Misc",327.76,0,4550.54
"1798","Protection & Apprehension","MTA",12340.64,2018,0,"SEIU, Local 1021, Misc",957.84,0,13298.48
"1799","Street Transit","MTA",69191.67,2018,1967.83,"TWU, Local 250-A, TransitOpr",34657.05,13621.95,107767.54
"1800","Street Transit","MTA",6379.22,2018,0,"TWU, Local 250-A, TransitOpr",3096.67,1232.97,9743.68
"1801","Street Transit","MTA",16825.29,2018,1499.66,"TWU, Local 250-A, TransitOpr",8467.95,3260.29,27163.47
"1802","Street Transit","MTA",64402.18,2018,10920.28,"TWU, Local 250-A, TransitOpr",19961.2,12502.84,96201.29
"1803","Street Transit","MTA",77289.29,2018,6699.64,"TWU, Local 250-A, TransitOpr",36667.59,14986.82,121918.87
"1804","Street Transit","MTA",78705.22,2018,18036.9,"TWU, Local 250-A, TransitOpr",39356.64,16074.01,141607.27
"1805","Protection & Apprehension","MTA",52965.65,2018,0,"SEIU, Local 1021, Misc",34382.16,12130.49,88262.86
"1806","Protection & Apprehension","MTA",59707,2018,8279.5,"SEIU, Local 1021, Misc",34132.33,13847.84,104095.24
"1807","Street Transit","MTA",68908.79,2018,8692.87,"TWU, Local 250-A, TransitOpr",35496.73,13470.41,114536.22
"1808","Street Transit","MTA",63538.78,2018,3612.32,"TWU, Local 250-A, TransitOpr",31934.25,12470.66,100703.46
"1809","Street Transit","MTA",39067.18,2018,7713.91,"TWU, Local 250-A, TransitOpr",24310.61,7595.19,71903.2
"1810","Street Transit","MTA",58650.55,2018,13667.26,"TWU, Local 250-A, TransitOpr",31270.32,12009.12,108039.85
"1811","Street Transit","MTA",79760.22,2018,11443.91,"TWU, Local 250-A, TransitOpr",39012.02,16042.12,134537.66
"1812","Sub-Professional Engineering","MTA",19264.2,2018,0,"Prof & Tech Eng, Local 21",1495.21,0,20759.41
"1813","Street Transit","MTA",39277.66,2018,2503.41,"TWU, Local 250-A, TransitOpr",24861.59,9154.57,68265.04
"1814","Street Transit","MTA",137890.9,2018,0,"Municipal Exec Assoc, Misc",55745.03,25882.06,193635.93
"1815","Public Service Aide","MTA",28978.59,2018,5968.2,"SEIU, Local 1021, Misc",21039.5,6630.69,56308.04
"1816","Public Service Aide","MTA",41164.03,2018,0,"SEIU, Local 1021, Misc",27281.92,9284.9,68445.95
"1817","Budget, Admn & Stats Analysis","MTA",111810,2018,0,"Prof & Tech Eng, Local 21",43154.13,20937.78,154964.13
"1818","Personnel","MTA",30402.5,2018,0,"Prof & Tech Eng, Local 21",8542.23,0,38944.73
"1819","Journeyman Trade","MTA",92664,2018,25080.61,"Stationary Engineers, Local 39",44271.98,19582.64,171282.99
"1820","Street Transit","MTA",10144.32,2018,285.3,"TWU, Local 250-A, TransitOpr",6293.55,2308.6,16796.47
"1821","Protection & Apprehension","MTA",7449.96,2018,0,"SEIU, Local 1021, Misc",578.24,0,8028.2
"1822","Street Transit","MTA",44438.47,2018,8225.72,"TWU, Local 250-A, TransitOpr",27135.33,10054.13,80450.69
"1823","Skilled Labor","MTA",39045.01,2018,12006.36,"Electrical Workers, Local 6",21293.62,7516.2,72344.99
"1824","Protection & Apprehension","MTA",5122.58,2018,0,"SEIU, Local 1021, Misc",397.59,0,5520.17
"1825","Street Transit","MTA",25192.8,2018,1415.89,"TWU, Local 250-A, TransitOpr",15830.3,5808.51,43279
"1826","Skilled Labor","MTA",69044.72,2018,2293.39,"Teamsters, Local 856, Multi",33315.49,13264.96,104653.6
"1827","Administrative & Mgmt (Unrep)","MYR",157312.04,2018,0,"Elected Officials",38366.34,27994.43,252870.83
"1828","Street Transit","MTA",3351.6,2018,0,"TWU, Local 250-A, TransitOpr",2090.66,758.46,5692.26
"1829","Street Transit","MTA",25398.73,2018,3424.75,"TWU, Local 250-A, TransitOpr",16156.41,5872.69,45897.56
"1830","Street Transit","MTA",57961.56,2018,1656.8,"TWU, Local 250-A, TransitOpr",33194.41,13276.79,94553.87
"1831","Street Transit","MTA",46035.22,2018,6667.29,"TWU, Local 250-A, TransitOpr",27328.6,10424.41,80731.41
"1832","Street Transit","MTA",13978.66,2018,909.01,"TWU, Local 250-A, TransitOpr",9498.7,3179.9,24943.03
"1833","Street Transit","MTA",51988.73,2018,6864.83,"TWU, Local 250-A, TransitOpr",31815.57,12077.2,92760.49
"1834","Budget, Admn & Stats Analysis","MTA",20673.01,2018,0,"SEIU, Local 1021, Misc",10741.01,3979.53,31414.02
"1835","Street Transit","MTA",137879.12,2018,0,"Municipal Exec Assoc, Misc",46455.95,25822.26,184335.07
"1836","Street Transit","MTA",882,2018,0,"TWU, Local 250-A, TransitOpr",269.45,199.6,1151.45
"1837","Journeyman Trade","MTA",93160.01,2018,35360.46,"Electrical Workers, Local 6",44719.72,17898.01,173240.19
"1838","Street Transit","MTA",57643.15,2018,10632.69,"TWU, Local 250-A, TransitOpr",33784.91,13323.53,103997.83
"1839","Street Transit","MTA",58710.23,2018,6121.64,"TWU, Local 250-A, TransitOpr",34344.85,13837.6,102653.6
"1840","Budget, Admn & Stats Analysis","MTA",108509,2018,0,"Prof & Tech Eng, Local 21",42793.59,20847.62,151302.59
"1841","Budget, Admn & Stats Analysis","MYR",104681,2018,0,"Prof & Tech Eng, Local 21",42774.68,20116.64,147455.68
"1842","Pub Relations & Spec Assts","MTA",27797,2018,0,"Prof & Tech Eng, Local 21",5725.05,0,33522.05
"1843","Street Transit","MTA",44810.98,2018,10469.92,"TWU, Local 250-A, TransitOpr",26663.77,10403.07,83795.14
"1844","Street Transit","MTA",51492.92,2018,8325.95,"TWU, Local 250-A, TransitOpr",31758.65,11812.5,92995.31
"1845","Street Transit","MTA",52669.77,2018,5527.05,"TWU, Local 250-A, TransitOpr",32586.76,12342.22,93371.05
"1846","Housekeeping & Laundry","MTA",20483.9,2018,317.2,"SEIU, Local 1021, Misc",13091.54,3573.94,34067.08
"1847","Construction Inspection","MTA",92964.01,2018,29875.75,"Prof & Tech Eng, Local 21",40871.73,17860.8,163711.49
